PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
9354,40,Female,Other,Action,7.682005727,0,Hard,19,144,93,19,High
9355,35,Female,Europe,Sports,18.62241805,0,Medium,17,124,23,27,High
9356,47,Female,USA,Strategy,10.01709331,0,Easy,9,14,87,9,Low
9357,44,Male,Asia,Action,3.430048884,1,Easy,8,133,47,11,Medium
9358,37,Male,USA,Sports,3.815927641,0,Medium,4,112,23,1,Medium
9359,24,Male,Other,Strategy,23.60555571,0,Easy,17,102,49,17,High
9360,19,Male,Other,RPG,4.859998967,0,Easy,19,28,53,28,Medium
9361,48,Male,Europe,Sports,21.64075001,0,Medium,2,122,26,10,Low
9362,45,Female,USA,RPG,19.01939916,0,Medium,10,75,14,40,Medium
9363,24,Male,Europe,Simulation,8.543790283,1,Hard,1,126,50,13,Low
9364,33,Female,Europe,Simulation,8.542377606,0,Hard,13,101,50,4,Medium
9365,46,Male,USA,RPG,15.3784513,0,Medium,1,145,5,4,Low
9366,15,Male,USA,Sports,9.72122,0,Medium,17,163,3,4,High
9367,19,Male,USA,Action,2.881998403,0,Easy,15,173,2,44,High
9368,18,Female,Europe,Sports,22.97972525,0,Hard,8,49,28,15,Medium
9369,30,Female,Europe,Sports,9.415340298,0,Medium,5,52,69,3,Low
9370,38,Male,Other,RPG,6.386661883,1,Medium,2,77,14,28,Low
9371,30,Male,USA,RPG,2.047023299,0,Easy,11,174,47,42,High
9372,16,Male,USA,Sports,12.94968775,1,Easy,4,24,82,29,Low
9373,42,Female,USA,Strategy,10.15515874,0,Easy,13,50,78,49,Medium
9374,46,Female,Other,Sports,22.52142483,0,Easy,7,35,48,8,Low
9375,41,Female,USA,RPG,0.583743375,0,Easy,11,56,89,45,Medium
9376,34,Male,Other,Sports,22.89771476,0,Easy,14,106,84,39,High
9377,38,Male,Asia,RPG,21.23043745,0,Hard,2,66,32,8,Low
9378,26,Male,USA,Strategy,10.29438525,0,Easy,17,123,28,18,High
9379,49,Male,USA,RPG,10.29250133,0,Hard,14,156,71,34,High
9380,47,Male,USA,RPG,9.475786244,0,Medium,7,128,20,39,Medium
9381,47,Male,USA,RPG,7.405006404,0,Easy,8,111,99,22,Medium
9382,26,Male,Europe,Strategy,17.07555243,0,Hard,4,90,66,16,Medium
9383,17,Male,Europe,RPG,17.08175351,1,Hard,16,153,4,33,High
9384,15,Male,Asia,RPG,6.109435687,1,Easy,6,61,54,37,High
9385,47,Male,USA,RPG,9.88026234,1,Medium,11,174,23,32,High
9386,24,Female,USA,Simulation,3.971832608,0,Easy,6,53,43,26,Medium
9387,43,Female,Europe,Strategy,19.99388413,1,Medium,12,121,37,15,Low
9388,27,Male,USA,Simulation,6.342200741,0,Medium,12,145,14,44,High
9389,26,Female,Europe,Action,15.78665775,1,Hard,9,96,20,26,Medium
9390,45,Female,USA,Simulation,21.45410565,0,Easy,5,32,36,6,Low
9391,16,Male,USA,Strategy,7.825932651,0,Easy,2,110,19,38,Low
9392,49,Male,Asia,Action,16.89758545,1,Easy,1,91,4,47,Low
9393,37,Female,Asia,Strategy,15.26977232,0,Hard,15,171,97,39,High
9394,31,Female,USA,Strategy,11.20166051,0,Hard,18,51,53,42,Medium
9395,40,Male,Europe,Sports,19.17412399,0,Easy,16,128,42,8,High
9396,22,Male,USA,RPG,17.42815964,1,Easy,10,51,12,26,Medium
9397,43,Female,USA,Strategy,17.14746513,0,Medium,2,89,69,23,Low
9398,40,Male,Europe,RPG,15.28248998,0,Easy,19,18,48,2,Medium
9399,24,Female,USA,Simulation,5.266608437,0,Easy,2,123,60,34,Medium
9400,40,Male,USA,Simulation,22.10590319,0,Hard,13,55,31,47,Medium
9401,48,Female,USA,Sports,8.494302901,0,Easy,1,46,29,20,Low
9402,21,Male,Europe,Sports,19.7752534,1,Medium,3,107,97,21,Medium
9403,18,Male,USA,RPG,15.56805848,0,Hard,9,138,86,5,Medium
9404,25,Female,Other,RPG,7.563997431,0,Easy,14,94,21,20,Medium
9405,43,Male,USA,Simulation,21.66171823,1,Hard,13,106,69,23,High
9406,39,Male,USA,Simulation,2.272345023,0,Easy,12,92,78,22,Medium
9407,35,Female,Asia,Sports,14.33763906,1,Easy,14,45,61,22,Medium
9408,24,Male,Europe,Strategy,15.70588017,1,Hard,18,169,23,49,High
9409,23,Male,USA,Strategy,17.28621739,0,Medium,19,148,20,36,High
9410,38,Male,Europe,Action,13.9965387,0,Easy,1,176,99,16,Low
9411,49,Female,USA,Sports,4.471620048,0,Hard,18,48,51,13,Medium
9412,49,Female,Asia,RPG,14.6353926,0,Easy,15,139,51,26,High
9413,32,Female,USA,Sports,17.27024291,0,Easy,6,168,38,26,Medium
9414,46,Male,Other,Strategy,20.41388276,0,Medium,14,165,72,48,High
9415,38,Male,Europe,Strategy,17.85888209,1,Easy,8,108,92,1,Medium
9416,37,Male,Asia,Simulation,1.736216683,1,Hard,11,27,40,47,Medium
9417,46,Female,Asia,Strategy,13.95751166,0,Medium,2,52,87,31,Low
9418,26,Female,USA,Sports,16.48996378,0,Medium,14,24,23,34,High
9419,27,Female,Asia,Simulation,23.32727505,0,Easy,17,170,98,20,High
9420,37,Female,USA,Simulation,3.145521806,0,Hard,18,177,25,5,High
9421,39,Male,USA,Simulation,6.809880684,0,Medium,4,20,84,27,Low
9422,49,Male,Europe,Action,19.34572499,0,Easy,2,73,79,8,Low
9423,44,Female,Other,RPG,14.28116362,0,Medium,4,93,98,35,Medium
9424,31,Male,USA,Action,7.459946173,0,Easy,14,167,94,47,High
9425,34,Male,Other,RPG,16.43159788,0,Medium,9,162,8,0,High
9426,39,Female,Europe,RPG,6.859493543,0,Medium,18,20,33,22,Medium
9427,36,Male,Asia,Sports,4.38450702,0,Hard,13,139,86,9,High
9428,27,Male,Europe,RPG,2.496827497,0,Medium,5,157,21,35,Medium
9429,33,Male,USA,Sports,14.17690101,0,Easy,0,68,30,14,Low
9430,26,Female,Asia,Simulation,6.53232,0,Medium,8,24,52,38,Low
9431,33,Male,USA,Sports,15.72858978,0,Medium,12,44,51,16,Medium
9432,26,Female,Europe,Strategy,17.48349975,1,Medium,6,118,53,8,Medium
9433,23,Male,Asia,Action,19.72963492,0,Easy,12,68,38,41,Medium
9434,21,Female,Asia,Sports,11.38130775,0,Easy,4,116,72,2,Medium
9435,42,Male,Europe,RPG,4.069734219,0,Easy,13,77,38,3,Medium
9436,28,Female,USA,Sports,4.312763549,0,Easy,0,103,79,41,Low
9437,45,Male,Europe,Sports,8.461017577,0,Easy,13,119,54,36,High
9438,33,Female,Europe,Simulation,16.07722984,0,Easy,16,60,5,37,Medium
9439,30,Female,Asia,Action,21.73393846,0,Easy,4,103,35,12,Medium
9440,19,Male,USA,Simulation,22.51528232,0,Hard,19,92,45,46,High
9441,49,Male,Europe,Action,5.923959633,1,Medium,4,58,81,9,Low
9442,26,Male,USA,Action,3.585307651,0,Hard,13,115,61,31,High
9443,39,Female,Europe,RPG,20.5736397,0,Medium,11,136,92,0,High
9444,35,Male,USA,Simulation,16.54274585,0,Hard,10,74,49,5,Medium
9445,37,Male,USA,Sports,10.01183336,0,Medium,0,83,92,20,Low
9446,30,Female,Asia,Strategy,2.711745664,1,Easy,15,37,94,9,Medium
9447,28,Female,Europe,Strategy,9.042405257,0,Medium,14,139,43,30,High
9448,45,Male,Europe,RPG,0.245417713,0,Easy,13,41,1,37,Medium
9449,19,Male,Asia,RPG,21.15483337,0,Medium,5,106,28,47,Low
9450,49,Male,USA,RPG,18.30057395,0,Easy,4,50,43,13,Low
9451,37,Male,USA,RPG,12.63557173,0,Hard,9,154,39,8,Medium
9452,43,Male,USA,Simulation,12.95129226,0,Easy,12,45,50,35,Medium
9453,25,Female,Europe,Action,3.280334941,1,Medium,13,54,96,45,Medium
9454,32,Male,Europe,Sports,21.82660785,0,Easy,10,10,28,45,Low
9455,26,Male,Europe,Sports,5.840239041,0,Medium,14,62,32,24,Medium
9456,23,Male,Europe,Simulation,2.606350781,0,Hard,11,131,35,28,High
9457,24,Female,Europe,Sports,19.47356511,0,Easy,17,52,47,5,Medium
9458,31,Male,Asia,Strategy,15.93380067,0,Easy,3,175,6,17,Medium
9459,21,Female,Europe,Sports,3.579767362,0,Medium,17,49,20,22,Medium
9460,27,Male,Asia,Action,0.113752624,0,Hard,12,116,90,13,High
9461,23,Male,USA,Sports,18.67218347,0,Easy,5,178,38,15,Medium
9462,41,Female,USA,Action,21.11860669,0,Medium,11,144,92,45,High
9463,16,Male,Europe,RPG,15.71213489,1,Hard,9,107,11,40,Medium
9464,19,Female,USA,Simulation,20.36775522,0,Easy,5,156,98,37,High
9465,43,Female,Europe,Strategy,16.01570947,0,Easy,17,158,36,27,High
9466,33,Male,Europe,Sports,23.57344022,0,Medium,2,149,51,45,Medium
9467,22,Female,USA,Strategy,23.43928271,0,Easy,10,89,72,31,Medium
9468,15,Female,USA,Sports,20.4098476,0,Hard,8,97,7,21,Medium
9469,36,Female,Europe,RPG,15.63312013,0,Easy,16,160,63,44,High
9470,31,Male,Asia,Action,1.886017908,0,Medium,6,131,92,0,Medium
9471,21,Male,Europe,Simulation,19.17734375,0,Medium,16,91,20,31,High
9472,39,Male,Europe,Simulation,17.28194257,0,Medium,4,21,10,0,Low
9473,18,Female,USA,Strategy,20.29249239,0,Hard,12,174,31,43,High
9474,20,Male,Europe,Action,22.91669598,0,Easy,12,33,26,45,Medium
9475,45,Male,Europe,Simulation,23.86494599,0,Medium,11,96,58,45,Medium
9476,33,Male,USA,Strategy,2.445358819,0,Medium,0,160,16,37,Low
9477,41,Female,USA,Action,0.201191862,0,Medium,15,156,98,30,High
9478,24,Male,USA,RPG,17.42845576,0,Easy,12,56,43,22,Medium
9479,40,Male,USA,RPG,21.21108132,1,Easy,17,130,79,31,High
9480,33,Female,USA,Strategy,13.68407735,0,Easy,4,68,88,8,Low
9481,17,Male,Asia,RPG,1.438326168,0,Medium,1,58,47,37,Low
9482,27,Male,Europe,Sports,19.18441842,0,Hard,19,88,23,13,High
9483,42,Male,USA,Sports,4.472211245,0,Easy,7,57,1,8,Medium
9484,34,Male,Europe,Action,11.57682716,0,Easy,5,133,63,21,High
9485,42,Male,Asia,RPG,8.905488357,1,Easy,4,45,48,31,Low
9486,22,Male,Asia,Simulation,11.85417294,0,Medium,1,35,54,18,Low
9487,15,Male,Europe,Strategy,3.725990736,0,Easy,12,54,51,30,Medium
9488,17,Female,USA,Simulation,16.14896588,0,Easy,5,50,1,25,Medium
9489,27,Male,USA,Sports,9.80695239,0,Medium,17,78,21,2,Medium
9490,42,Male,USA,RPG,9.21548708,0,Medium,0,44,74,46,Low
9491,39,Male,Europe,Simulation,4.254065436,0,Hard,8,122,94,31,Medium
9492,47,Male,USA,Strategy,14.8878853,0,Easy,11,172,8,21,High
9493,20,Female,Europe,Action,15.83797206,0,Easy,15,98,74,13,High
9494,46,Male,Asia,Action,1.931471483,0,Medium,9,107,80,47,Medium
9495,35,Male,Asia,Strategy,19.76077624,0,Hard,7,161,86,0,Medium
9496,30,Female,Asia,Sports,21.2851692,0,Easy,4,142,96,21,Medium
9497,35,Female,USA,Strategy,23.741391,0,Medium,3,28,55,31,Low
9498,25,Female,Other,Strategy,8.28842382,0,Hard,3,29,36,29,Low
9499,49,Female,Europe,RPG,14.56882246,0,Medium,11,62,73,8,Medium
